index	dominant_topic_no	topic_contribution_percentage	topic_keyword	id	likes	link	permalink	retweets	timestamp	tweet	tweet_hashtags	tweet_mentions	tweet_pic	username
59	12.0	0.1455	interest, week, military, lead, action, gov, office, ensure, conflict, clear	1129035247969079296	2758		https://twitter.com/SenWarren/status/1129035247969079296	488	1558017900	The defense industry will inevitably have a seat at the table, but they shouldn’t get to own the table. US security & values must come ahead of private companies' profits. Congress should stand up to the military industrial complex & pass the DOD Ethics & Anti-Corruption Act.	[]	[]		SenWarren
60	12.0	0.1674	interest, week, military, lead, action, gov, office, ensure, conflict, clear	1129035246081650689	3219		https://twitter.com/SenWarren/status/1129035246081650689	557	1558017900	My bill with  @RepSpeier would: -Slam shut the revolving door between defense contractors & the Pentagon -Ban DOD officials from owning defense contractor stock -Limit foreign gov’ts from hiring former US national security officials -Increase transparency of lobbying	[]	['RepSpeier']		SenWarren
61	2.0	0.1044	act, family, american, introduce, plan, home, start, housing, lose, bring	1129035243841884161	5144	https://twitter.com/BostonGlobe/status/1129008973989011457	https://twitter.com/SenWarren/status/1129035243841884161	1157	1558017900	Our national security decisions should be driven only by what best keeps Americans safe – not by what makes the defense industry the most money. That’s why I’m introducing new legislation to loosen the stranglehold defense contractors have on the Pentagon and  #EndCorruptionNow. ...	['EndCorruptionNow']	[]		SenWarren
62	1.0	0.157	vote, senategop, health_care, million, gop, court, trump, nominee, spend, access	1128810570692669440	8023		https://twitter.com/SenWarren/status/1128810570692669440	2178	1557964380	I’ve said it for years: state & federal efforts to defund  @PPFA, gut Title X & ban abortion are part of a deliberate, methodical, orchestrated attack on women’s rights. We’ll fight back for reproductive care – including access to safe & legal abortion – as many times as it takes.	[]	['PPFA']	pic.twitter.com/9MmI26BidY	SenWarren
63	11.0	0.1502	realdonaldtrump, law, wellsfargo, president, investigation, fire, show, justice, accountability, charge	1128752011812454400	1987		https://twitter.com/SenWarren/status/1128752011812454400	545	1557950400	The  @USOCC has the authority to review  @WellsFargo's pick for a new CEO. But they didn't use it when Tim Sloan was put in charge. I got Comptroller Otting to agree to review Sloan's successor, & urged him to make that info public so Americans can hold Wells (& him) accountable.	[]	['USOCC', 'WellsFargo']	pic.twitter.com/1CayhwDMrL	SenWarren
64	10.0	0.1005	fight, country, back, realdonaldtrump, america, read, safe, strong, serve, promise	1128674612395507712	43907		https://twitter.com/SenWarren/status/1128674612395507712	8180	1557931920	Alabama lawmakers have voted to effectively ban abortion in the state. We see this for what it is: a direct attack on Roe v. Wade, and on women all across this country. We will fight these attacks every step of the way.	[]	[]		SenWarren
65	7.0	0.1874	time, support, stop, end, policy, year, step, realdonaldtrump, thousand, child	1128443654723592192	44479	https://twitter.com/SenatorTomUdall/status/1128376200160841729	https://twitter.com/SenWarren/status/1128443654723592192	12410	1557876900	We cannot let the Trump Admin drag us into yet another war in the Middle East. This is exactly why the President doesn't have the constitutional authority to declare war. That's Congress’s job – and that's why I'm supporting this legislation to prevent a war with Iran. ...	[]	[]		SenWarren
66	1.0	0.0788	vote, senategop, health_care, million, gop, court, trump, nominee, spend, access	1128417865676279808	2596	https://www.washingtonblade.com/2019/05/13/exclusive-trump-comes-out-against-equality-act/	https://twitter.com/SenWarren/status/1128417865676279808	597	1557870720	I support the  #EqualityAct because nobody should be discriminated against for who they are or who they love – period. ...	['EqualityAct']	[]		SenWarren
67	0.0	0.1014	company, protect, cfpb, hold, accountable, consumer, equifax, agency, force, report	1128398355216859136	3033	https://www.washingtonpost.com/opinions/elizabeth-warren-its-time-to-scare-corporate-america-straight/2019/04/02/ca464ab0-5559-11e9-8ef3-fbd41a2ce4d5_story.html?utm_term=.3d1573d8c39c#_blank	https://twitter.com/SenWarren/status/1128398355216859136	680	1557866100	If we want to stop Wall Street banks & giant companies from cheating customers, hurting workers, & polluting our planet, we can’t sit back & do nothing. We have to hold corporate criminals accountable. I’ve introduced legislation that would do just that. ...	[]	[]		SenWarren
68	12.0	0.1244	interest, week, military, lead, action, gov, office, ensure, conflict, clear	1128398353065238533	2628		https://twitter.com/SenWarren/status/1128398353065238533	827	1557866100	After  @realDonaldTrump took office, the number of white collar crime enforcement actions pursued by the federal gov't declined to a 20-year-low. Fines and enforcement actions have dropped across nearly every agency. Cases brought by the  @CFPB, SEC, & DOJ have dropped by 50%.	[]	['realDonaldTrump', 'CFPB']		SenWarren
69	12.0	0.1231	interest, week, military, lead, action, gov, office, ensure, conflict, clear	1128398345259634693	5263	https://www.salon.com/2019/05/14/new-report-from-elizabeth-warren-and-pramila-jayapal-details-corporate-crime-spree-under-trump/	https://twitter.com/SenWarren/status/1128398345259634693	1656	1557866100	It’s already clear that our gov't is rigged in favor of the rich and powerful. But in case you need a refresher,  @RepJayapal and I have a new report outlining how the Trump Admin is letting corporate criminals run rampant. ...	[]	['RepJayapal']		SenWarren
70	7.0	0.1198	time, support, stop, end, policy, year, step, realdonaldtrump, thousand, child	1128344459152850945	1026	https://www.baltimoresun.com/news/opinion/oped/bs-ed-op-0515-opioid-laws-20190514-story.html	https://twitter.com/SenWarren/status/1128344459152850945	250	1557853200	Dr.  @YngvildOlsen is absolutely right. It's time to end the discrimination and fear surrounding addiction, and instead respond with courage. It's time for Congress to pass the  #CAREact. ...	['CAREact']	['YngvildOlsen']		SenWarren
71	9.0	0.183	public, health, state, cut, community, care, federal, service, provide, fund	1126920724302716933	2417	https://twitter.com/DrLeanaWen/status/1126856349969780736	https://twitter.com/SenWarren/status/1126920724302716933	562	1557513780	Four years ago,  @DrLeanaWen came to my Senate office & trained me in the use of naloxone, the opioid overdose reversal drug. Our  #CAREact includes $500 million/yr of funding to expand access to this life-saving medicine. ...	['CAREact']	['DrLeanaWen']		SenWarren
72	0.0	0.1216	company, protect, cfpb, hold, accountable, consumer, equifax, agency, force, report	1126605453708988416	5277		https://twitter.com/SenWarren/status/1126605453708988416	1426	1557438600	The biggest drug companies have made billions of dollars pushing powerful & addictive drugs that contribute to our opioid epidemic. When drug manufacturers break the law, their execs should be held personally accountable. My corporate accountability bill will make sure of it.	[]	[]	pic.twitter.com/qktEm4F5FV	SenWarren
73	10.0	0.1208	fight, country, back, realdonaldtrump, america, read, safe, strong, serve, promise	1126605429784686592	3378	https://www.statnews.com/2019/05/02/john-kapoor-conviction-holding-corporations-accountable/	https://twitter.com/SenWarren/status/1126605429784686592	959	1557438600	Insys Therapeutics made a spray out of the powerful opioid fentanyl for cancer patients, illegally marketed it to people with milder pain, & bribed doctors to overprescribe it. Their former CEO John Kapoor & 4 other executives are going to jail. ...	[]	[]		SenWarren
