dominant_topic_no	topic_contribution_percentage	topic_keyword	id	likes	link	permalink	retweets	timestamp	tweet	tweet_hashtags	tweet_mentions	tweet_pic	username
0.0	0.3271	fake_news, bad, medium, time, story, call, report, show, news, white_house	1081603056846991361	87261		https://twitter.com/realDonaldTrump/status/1081603056846991361	21547	1546709220	“Former  @NYTimes editor Jill Abramson rips paper's ‘unmistakably anti-Trump’ bias.” Ms. Abramson is 100% correct. Horrible and totally dishonest reporting on almost everything they write. Hence the term Fake News, Enemy of the People, and Opposition Party!	[]	['NYTimes']		realDonaldTrump
0.0	0.3237	fake_news, bad, medium, time, story, call, report, show, news, white_house	940223974985871360	125426		https://twitter.com/realDonaldTrump/status/940223974985871360	29167	1513001820	Another false story, this time in the Failing  @nytimes, that I watch 4-8 hours of television a day - Wrong! Also, I seldom, if ever, watch CNN or MSNBC, both of which I consider Fake News. I never watch Don Lemon, who I once called the “dumbest man on television!” Bad Reporting.	[]	['nytimes']		realDonaldTrump
0.0	0.3079	fake_news, bad, medium, time, story, call, report, show, news, white_house	1124653429366906882	94871		https://twitter.com/realDonaldTrump/status/1124653429366906882	27472	1556973240	When will the Radical Left Wing Media apologize to me for knowingly getting the Russia Collusion Delusion story so wrong? The real story is about to happen! Why is  @nytimes,  @washingtonpost,  @CNN,  @MSNBC allowed to be on Twitter & Facebook. Much of what they do is FAKE NEWS!	[]	['nytimes', 'washingtonpost', 'CNN', 'MSNBC']		realDonaldTrump
0.0	0.2948	fake_news, bad, medium, time, story, call, report, show, news, white_house	1120642109676118016	78061		https://twitter.com/realDonaldTrump/status/1120642109676118016	16945	1556016840	....Dumb and Sick. A really bad show with low ratings - and will only get worse. CNN has been a proven and long term ratings and beyond disaster. In fact, it rewarded Chris Cuomo with a now unsuccessful prime time slot, despite his massive failure in the morning. Only on CNN!	[]	[]		realDonaldTrump
0.0	0.2889	fake_news, bad, medium, time, story, call, report, show, news, white_house	1083207607412760576	123268		https://twitter.com/realDonaldTrump/status/1083207607412760576	30663	1547091780	The Mainstream Media has NEVER been more dishonest than it is now. NBC and MSNBC are going Crazy. They report stories, purposely, the exact opposite of the facts. They are truly the Opposition Party working with the Dems. May even be worse than Fake News CNN, if that is possible!	[]	[]		realDonaldTrump
0.0	0.2886	fake_news, bad, medium, time, story, call, report, show, news, white_house	1113819627212169219	94288		https://twitter.com/realDonaldTrump/status/1113819627212169219	23832	1554390240	The New York Times had no legitimate sources, which would be totally illegal, concerning the Mueller Report. In fact, they probably had no sources at all! They are a Fake News paper who have already been forced to apologize for their incorrect and very bad reporting on me!	[]	[]		realDonaldTrump
0.0	0.2852	fake_news, bad, medium, time, story, call, report, show, news, white_house	992354530510721025	81392		https://twitter.com/realDonaldTrump/status/992354530510721025	18881	1525430700	NBC NEWS is wrong again! They cite “sources” which are constantly wrong. Problem is, like so many others, the sources probably don’t exist, they are fabricated, fiction! NBC, my former home with the Apprentice, is now as bad as Fake News CNN. Sad!	[]	[]		realDonaldTrump
0.0	0.2834	fake_news, bad, medium, time, story, call, report, show, news, white_house	982950739441004544	75138		https://twitter.com/realDonaldTrump/status/982950739441004544	18300	1523188680	The Washington Post is far more fiction than fact. Story after story is made up garbage - more like a poorly written novel than good reporting. Always quoting sources (not names), many of which don’t exist. Story on John Kelly isn’t true, just another hit job!	[]	[]		realDonaldTrump
0.0	0.2819	fake_news, bad, medium, time, story, call, report, show, news, white_house	952301373479104512	134942		https://twitter.com/realDonaldTrump/status/952301373479104512	30136	1515881280	So much Fake News is being reported. They don’t even try to get it right, or correct it when they are wrong. They promote the Fake Book of a mentally deranged author, who knowingly writes false information. The Mainstream Media is crazed that WE won the election!	[]	[]		realDonaldTrump
0.0	0.281	fake_news, bad, medium, time, story, call, report, show, news, white_house	939485131693322240	134728		https://twitter.com/realDonaldTrump/status/939485131693322240	32426	1512825660	CNN’S slogan is CNN, THE MOST TRUSTED NAME IN NEWS. Everyone knows this is not true, that this could, in fact, be a fraud on the American Public. There are many outlets that are far more trusted than Fake News CNN. Their slogan should be CNN, THE LEAST TRUSTED NAME IN NEWS!	[]	[]		realDonaldTrump
1.0	0.2811	president, work, america, hard, speak, head, thing, incredible, interview, proud	1039235839333679105	76156		https://twitter.com/realDonaldTrump/status/1039235839333679105	16683	1536608100	The Storms in the Atlantic are very dangerous. We encourage anyone in the path of these storms to prepare themselves and to heed the warnings of State and Local officials. The Federal Government is closely monitoring and ready to assist. We are with you!	[]	[]		realDonaldTrump
1.0	0.2647	president, work, america, hard, speak, head, thing, incredible, interview, proud	1124459967682158592	44478		https://twitter.com/realDonaldTrump/status/1124459967682158592	10220	1556927100	As the great people of IA, IL, & MO continue to confront the devastating flooding, know we are here for you and ready to help! My team remains in close contact with  @IAGovernor,  @GovParsonMO,  @GovPritzker, and the local officials managing the impacts of the destructive flooding.	[]	['IAGovernor', 'GovParsonMO', 'GovPritzker']		realDonaldTrump
1.0	0.2619	president, work, america, hard, speak, head, thing, incredible, interview, proud	966660169194229761	99261		https://twitter.com/realDonaldTrump/status/966660169194229761	23012	1519304700	....If a potential “sicko shooter” knows that a school has a large number of very weapons talented teachers (and others) who will be instantly shooting, the sicko will NEVER attack that school. Cowards won’t go there...problem solved. Must be offensive, defense alone won’t work!	[]	[]		realDonaldTrump
1.0	0.2564	president, work, america, hard, speak, head, thing, incredible, interview, proud	938440878577856512	61479	https://twitter.com/fema/status/938431957490335745	https://twitter.com/realDonaldTrump/status/938440878577856512	12315	1512576660	Our thoughts and prayers are with everyone in the path of California’s wildfires. I encourage everyone to heed the advice and orders of local and state officials. THANK YOU to all First Responders for your incredible work! ...	[]	[]		realDonaldTrump
1.0	0.253	president, work, america, hard, speak, head, thing, incredible, interview, proud	942840800853024770	39585		https://twitter.com/realDonaldTrump/status/942840800853024770	7793	1513625700	Our deepest sympathies and most heartfelt prayers are with the victims of the train derailment in Washington State. We are closely monitoring the situation and coordinating with local authorities...	[]	[]	pic.twitter.com/Gyf5BdVm4G	realDonaldTrump
1.0	0.2527	president, work, america, hard, speak, head, thing, incredible, interview, proud	1130525604976168960	66114		https://twitter.com/realDonaldTrump/status/1130525604976168960	16250	1558373280	On this Cuban Independence Day, we stand by the people of Cuba in their quest for freedom, democracy and prosperity. The Cuban regime must end its repression of Cubans & Venezuelans. The United States will not stand idly by as Cuba continues to subvert democracy in the Americas!	[]	[]		realDonaldTrump
1.0	0.2335	president, work, america, hard, speak, head, thing, incredible, interview, proud	948355557022420992	465699		https://twitter.com/realDonaldTrump/status/948355557022420992	171881	1514940540	North Korean Leader Kim Jong Un just stated that the “Nuclear Button is on his desk at all times.” Will someone from his depleted and food starved regime please inform him that I too have a Nuclear Button, but it is a much bigger & more powerful one than his, and my Button works!	[]	[]		realDonaldTrump
1.0	0.2316	president, work, america, hard, speak, head, thing, incredible, interview, proud	966650397002813440	82077		https://twitter.com/realDonaldTrump/status/966650397002813440	20044	1519302360	I never said “give teachers guns” like was stated on Fake News  @CNN &  @NBC. What I said was to look at the possibility of giving “concealed guns to gun adept teachers with military or special training experience - only the best. 20% of teachers, a lot, would now be able to	[]	['CNN', 'NBC']		realDonaldTrump
1.0	0.2274	president, work, america, hard, speak, head, thing, incredible, interview, proud	1062429580521168896	66536		https://twitter.com/realDonaldTrump/status/1062429580521168896	14825	1542137880	We mourn for the lives lost and we pray for the victims of the California Wildfires. I want to thank the Firefighters and First Responders for their incredible courage in the face of grave danger....	[]	[]	pic.twitter.com/3YQYZR8OzS	realDonaldTrump
1.0	0.2274	president, work, america, hard, speak, head, thing, incredible, interview, proud	1062791114716000258	58301		https://twitter.com/realDonaldTrump/status/1062791114716000258	12023	1542224100	Was just briefed by @FEMA_Brock and  @SecretaryZinke, who are in California. Thank you to the great Firefighters, First Responders and  @FEMA for the incredible job they are doing w/ the California Wildfires. Our Nation appreciates your heroism, courage & genius. God Bless you all!	[]	['FEMA_Brock', 'SecretaryZinke', 'FEMA']		realDonaldTrump
2.0	0.2557	big, state, win, happen, give, congratulation, republican, maga, leave, governor	944703626454487042	78592		https://twitter.com/realDonaldTrump/status/944703626454487042	14747	1514069820	Remember, the Republicans are 5-0 in Congressional races this year. In Senate, I said Roy M would lose in Alabama and supported Big Luther Strange - and Roy lost. Virginia candidate was not a “Trumper,” and he lost. Good Republican candidates will win BIG!	[]	[]		realDonaldTrump
2.0	0.2492	big, state, win, happen, give, congratulation, republican, maga, leave, governor	983143317889323008	86483		https://twitter.com/realDonaldTrump/status/983143317889323008	11545	1523234580	Congratulations to Patrick Reed on his great and courageous MASTERS win! When Patrick had his amazing win at Doral 5 years ago, people saw his great talent, and a bright future ahead. Now he is the Masters Champion!	[]	[]		realDonaldTrump
2.0	0.2473	big, state, win, happen, give, congratulation, republican, maga, leave, governor	1019533312052858880	60916		https://twitter.com/realDonaldTrump/status/1019533312052858880	11605	1531910640	Congratulations to Martha Roby of The Great State of Alabama on her big GOP Primary win for Congress. My endorsement came appropriately late, but when it came the “flood gates” opened and you had the kind of landslide victory that you deserve. Enjoy!	[]	[]		realDonaldTrump
2.0	0.2471	big, state, win, happen, give, congratulation, republican, maga, leave, governor	1058356796262412288	82976		https://twitter.com/realDonaldTrump/status/1058356796262412288	19088	1541166840	Will be going to West Virginia and Indiana today, TWO RALLIES! Don’t tell anyone (big secret), but I will be bringing Coach Bobby Knight to Indiana. He’s been a supporter right from the beginning of the Greatest Political Movement in American History!	[]	[]		realDonaldTrump
2.0	0.2469	big, state, win, happen, give, congratulation, republican, maga, leave, governor	1059174162965716992	50463		https://twitter.com/realDonaldTrump/status/1059174162965716992	12886	1541361720	On my way to Macon, Georgia where the crowds are massive, for a 4pmE  #MAGARally. Will be in Chattanooga, Tennessee tonight, seen below, for a 7pmE rally. Something’s happening! Everyone needs to get out and VOTE!	['MAGARally']	[]	pic.twitter.com/xBXepwpug9	realDonaldTrump
