index	dominant_topic_no	topic_contribution_percentage	topic_keyword	id	likes	link	permalink	retweets	timestamp	tweet	tweet_hashtags	tweet_mentions	tweet_pic	username
0	1.0	0.3477	cool, webcast, tune, chance, care, good, presidential, usa, family, tomorrow	543984392	2	http://blog.joebiden.com/?p=1625	https://twitter.com/JoeBiden/status/543984392	3	1198942500	Iowans, there's a good chance there's a Biden near you today on a cool 14 F day: 	[]	[]		JoeBiden
1	0.0	0.3352	presidential, forum, usa, iowan, tune, tomorrow, chance, health, good, care	361388562	1	http://presidentialforums.health08.org/	https://twitter.com/JoeBiden/status/361388562	4	1193265900	Tune in 11:30 ET tomorrow for a live webcast of Families USA Presidential Forum on health care: 	[]	[]		JoeBiden
